0,0.0
1,2.0
2,3.0
3,6.0
4,8.0
5,7.0
6,9.0
7,10.0
8,101.0
9,0.0
10,0.0
11,3.0
12,6.0
13,6.0
14,8.0
15,7.0
16,9.0
17,10.0
18,10.0
19,14.0
20,14.0
21,14.0
22,14.0
23,14.0
24,14.0
25,14.0
26,14.0
27,14.0
28,14.0
29,12.0
30,14.0
31,14.0
32,15.0
33,14.0
34,22.0
35,12.0
36,14.0
37,14.0
38,14.0
39,15.0
40,16.0
41,14.0
42,22.0
43,24.0
44,59.0
45,41.0
46,8.0
47,8.0
48,10.0
49,10.0
50,10.0
51,13.0
52,15.0
53,0.0
54,0.0
55,1.0
56,7.0
57,11.0
58,10.0
59,8.0
60,2.0
61,2.0
62,5.0
63,9.0
64,12.0
65,10.0
66,10.0
67,3.0
68,3.0
69,4.0
70,4.0
71,5.0
72,7.0
73,7.0
74,0.0
75,2.0
76,3.0
77,6.0
78,8.0
79,7.0
80,9.0
81,10.0
82,101.0
83,0.0
84,0.0
85,3.0
86,6.0
87,6.0
88,8.0
89,7.0
90,9.0
91,10.0
92,10.0
93,14.0
94,14.0
95,14.0
96,14.0
97,14.0
98,14.0
99,14.0
100,14.0
101,14.0
102,14.0
103,12.0
104,14.0
105,14.0
106,15.0
107,14.0
108,22.0
109,12.0
110,14.0
111,14.0
112,14.0
113,15.0
114,16.0
115,14.0
116,22.0
117,24.0
118,59.0
119,41.0
120,8.0
121,8.0
122,10.0
123,10.0
124,10.0
125,13.0
126,15.0
127,0.0
128,0.0
129,1.0
130,7.0
131,11.0
132,10.0
133,8.0
134,2.0
135,2.0
136,5.0
137,9.0
138,12.0
139,10.0
140,10.0
141,3.0
142,3.0
143,4.0
144,4.0
145,5.0
146,7.0
147,7.0
148,3.0
149,5.0
150,0.0
151,5.0
152,5.0
153,6.0
154,8.0
155,7.0
156,98.0
157,3.0
158,3.0
159,0.0
160,5.0
161,3.0
162,7.0
163,6.0
164,8.0
165,8.0
166,13.0
167,13.0
168,13.0
169,13.0
170,13.0
171,13.0
172,13.0
173,13.0
174,11.0
175,13.0
176,13.0
177,11.0
178,13.0
179,13.0
180,14.0
181,11.0
182,21.0
183,11.0
184,13.0
185,13.0
186,13.0
187,14.0
188,15.0
189,11.0
190,21.0
191,23.0
192,58.0
193,40.0
194,11.0
195,11.0
196,13.0
197,13.0
198,13.0
199,16.0
200,14.0
201,3.0
202,3.0
203,4.0
204,6.0
205,10.0
206,9.0
207,11.0
208,5.0
209,5.0
210,4.0
211,12.0
212,15.0
213,13.0
214,13.0
215,0.0
216,2.0
217,3.0
218,3.0
219,4.0
220,6.0
221,6.0
222,6.0
223,4.0
224,5.0
225,0.0
226,6.0
227,7.0
228,5.0
229,12.0
230,103.0
231,6.0
232,6.0
233,5.0
234,0.0
235,8.0
236,2.0
237,7.0
238,5.0
239,8.0
240,16.0
241,10.0
242,10.0
243,10.0
244,10.0
245,10.0
246,10.0
247,14.0
248,16.0
249,10.0
250,10.0
251,12.0
252,10.0
253,10.0
